sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,mau,mes
F,S,S,0,Pensionista,Superior completo,Viúvo,Casa,60,,1.0,8003.1,False,12
F,S,S,0,Assalariado,Médio,Casado,Casa,54,34.49589041095891,2.0,103493.48,False,12
F,N,S,0,Servidor público,Médio,Casado,Casa,34,9.465753424657532,2.0,5419.51,False,12
M,S,N,2,Empresário,Superior completo,Casado,Casa,43,7.323287671232877,4.0,12409.31,False,12
M,N,N,0,Assalariado,Médio,Casado,Casa,40,9.63835616438356,2.0,3330.46,False,12
M,N,S,2,Empresário,Médio,Casado,Casa,47,1.03013698630137,4.0,1969.7,False,12
M,S,S,0,Empresário,Superior completo,Casado,Casa,32,2.095890410958904,2.0,2578.93,False,12
M,S,N,0,Empresário,Superior completo,Separado,Casa,35,4.786301369863014,1.0,4827.94,False,12
F,N,S,0,Pensionista,Médio,Separado,Casa,62,,1.0,9723.23,False,12
F,S,S,0,Assalariado,Superior completo,Casado,Casa,27,1.3835616438356164,2.0,4324.97,False,12
F,N,S,0,Servidor público,Médio,Casado,Casa,53,9.183561643835615,2.0,1556.89,True,12
F,N,N,0,Assalariado,Superior completo,Casado,Casa,36,7.249315068493151,2.0,3291.24,True,12
F,N,S,0,Assalariado,Médio,Casado,Casa,50,5.958904109589041,2.0,1652.88,False,12
F,N,S,0,Pensionista,Médio,Casado,Casa,67,,2.0,17455.24,False,12
F,N,N,0,Assalariado,Superior completo,Casado,Casa,52,5.8712328767123285,2.0,6867.3,False,12
F,N,N,0,Assalariado,Médio,Viúvo,Casa,45,5.515068493150685,1.0,972.25,False,12
F,N,S,0,Empresário,Médio,Casado,Casa,54,19.024657534246572,2.0,19073.71,False,12
F,S,S,0,Assalariado,Superior completo,Casado,Casa,50,2.5342465753424657,2.0,549.5,False,12
F,N,S,0,Assalariado,Médio,Casado,Casa,54,13.96986301369863,2.0,17401.12,False,12
F,S,S,0,Empresário,Médio,Casado,Casa,51,5.890410958904109,2.0,3446.01,True,12
M,S,S,1,Assalariado,Superior completo,Casado,Casa,38,4.931506849315069,3.0,5118.34,False,12
F,S,S,0,Assalariado,Superior completo,Viúvo,Casa,32,4.101369863013699,1.0,4548.81,False,12
M,S,S,2,Assalariado,Médio,Casado,Casa,28,9.304109589041095,4.0,1381.38,True,12
F,N,N,0,Empresário,Médio,Casado,Casa,27,2.512328767123288,2.0,2470.78,True,12
F,N,N,0,Pensionista,Médio,Casado,Casa,61,,2.0,3543.24,False,12
M,S,N,1,Assalariado,Médio,Casado,Casa,30,4.36986301369863,3.0,3177.78,False,12
F,S,S,0,Assalariado,Superior completo,Casado,Casa,47,8.638356164383561,2.0,4411.77,False,12
M,S,N,1,Empresário,Médio,Casado,Casa,25,3.8493150684931514,3.0,930.47,False,12
F,N,S,0,Assalariado,Médio,Separado,Casa,51,33.367123287671234,1.0,77729.0,False,12
F,N,S,0,Assalariado,Médio,Casado,Casa,42,15.306849315068494,2.0,27946.71,False,12
M,N,S,0,Assalariado,Médio,Casado,Com os pais,42,21.435616438356163,2.0,21546.9,False,12
M,S,S,0,Servidor público,Médio,Casado,Casa,51,3.2986301369863016,2.0,2879.73,True,12
M,S,S,2,Empresário,Médio,União,Casa,50,11.6986301369863,4.0,4818.85,False,12
F,N,S,0,Servidor público,Médio,União,Casa,41,0.5917808219178082,2.0,1407.91,True,12
M,S,S,0,Pensionista,Médio,Casado,Casa,38,,2.0,2786.38,False,12
F,N,S,2,Assalariado,Médio,Casado,Casa,35,12.161643835616438,4.0,6119.03,False,12
M,S,S,0,Empresário,Superior completo,Solteiro,Casa,25,4.035616438356165,1.0,2570.53,False,12
M,S,N,0,Assalariado,Superior completo,Casado,Casa,41,14.52054794520548,2.0,2858.44,True,12
F,N,S,0,Pensionista,Médio,Separado,Casa,57,,1.0,2960.08,False,12
F,S,N,0,Assalariado,Médio,Casado,Casa,56,20.887671232876716,2.0,24945.1,False,12
M,S,N,0,Assalariado,Médio,Solteiro,Casa,49,7.701369863013698,1.0,21661.24,False,12
F,N,S,0,Assalariado,Superior completo,Solteiro,Casa,45,1.0328767123287672,1.0,1107.8,False,12
F,S,S,0,Pensionista,Médio,Casado,Casa,55,,2.0,14341.23,False,12
M,S,S,2,Assalariado,Médio,Casado,Aluguel,35,14.983561643835616,4.0,28231.68,False,12
F,S,N,2,Assalariado,Superior completo,Casado,Casa,35,13.635616438356164,4.0,8496.12,False,12
M,S,N,1,Assalariado,Médio,Casado,Casa,28,5.145205479452055,3.0,7439.66,False,12
F,S,S,0,Pensionista,Médio,Casado,Casa,62,,2.0,6498.94,False,12
M,N,N,0,Assalariado,Médio,Viúvo,Governamental,53,0.947945205479452,1.0,6378.14,False,12
F,S,S,0,Empresário,Superior completo,União,Casa,35,4.964383561643835,2.0,4439.04,True,12
F,N,N,0,Pensionista,Médio,Casado,Estúdio,53,,2.0,8429.44,False,12
F,N,N,0,Empresário,Superior completo,Casado,Casa,30,7.432876712328767,2.0,7809.83,False,12
M,S,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,9284.36,False,12
F,N,S,0,Empresário,Superior completo,Casado,Casa,41,6.101369863013699,2.0,3532.06,True,12
F,N,N,1,Empresário,Médio,Casado,Casa,41,2.723287671232877,3.0,4682.65,False,12
F,S,S,0,Servidor público,Médio,Casado,Casa,41,14.35068493150685,2.0,27480.47,False,12
F,S,N,0,Empresário,Médio,Casado,Casa,41,7.871232876712328,2.0,3789.65,False,12
M,N,S,1,Assalariado,Superior completo,Casado,Casa,43,8.471232876712328,3.0,6116.42,False,12
F,N,N,1,Empresário,Superior incompleto,Casado,Casa,33,6.435616438356164,3.0,2387.61,False,12
F,N,S,0,Assalariado,Médio,Solteiro,Casa,54,23.02739726027397,1.0,14068.82,False,12
F,S,S,0,Empresário,Superior completo,Casado,Casa,55,17.986301369863014,2.0,36507.72,False,12
F,S,S,2,Assalariado,Superior completo,Casado,Casa,38,7.383561643835616,4.0,2969.49,True,1
M,S,N,3,Assalariado,Médio,Casado,Casa,27,9.52054794520548,5.0,7976.12,False,1
M,S,N,0,Assalariado,Superior completo,Casado,Casa,47,7.912328767123288,2.0,6860.33,False,1
F,S,N,0,Empresário,Superior incompleto,Separado,Casa,38,3.682191780821918,1.0,1780.74,False,1
M,S,S,0,Assalariado,Médio,Casado,Casa,32,8.764383561643836,2.0,5916.58,True,1
F,N,S,0,Servidor público,Superior completo,Casado,Casa,48,23.23013698630137,2.0,75497.72,False,1
F,S,S,0,Pensionista,Superior completo,Casado,Casa,65,,2.0,2325.35,False,1
M,N,N,0,Assalariado,Médio,União,Casa,62,0.2794520547945205,2.0,3919.9,False,1
M,S,S,1,Assalariado,Médio,Casado,Casa,37,8.479452054794521,3.0,5366.6,False,1
F,N,N,0,Servidor público,Médio,Separado,Casa,62,11.523287671232875,1.0,6027.31,False,1
F,N,S,2,Empresário,Médio,Casado,Casa,47,3.117808219178082,4.0,1666.16,False,1
M,S,S,2,Empresário,Médio,União,Casa,50,11.6986301369863,4.0,7427.11,False,1
F,S,S,1,Empresário,Superior completo,Separado,Casa,50,19.73972602739726,2.0,23026.25,False,1
M,S,S,0,Empresário,Superior completo,Casado,Casa,52,5.117808219178082,2.0,5929.25,False,1
F,S,S,0,Assalariado,Médio,Casado,Casa,41,0.4657534246575342,2.0,576.53,True,1
F,N,N,0,Pensionista,Médio,Solteiro,Casa,68,,1.0,1111.82,False,1
M,N,S,2,Assalariado,Médio,Casado,Casa,29,5.131506849315069,4.0,3092.45,False,1
F,N,N,0,Assalariado,Superior completo,Casado,Casa,38,12.183561643835615,2.0,13792.4,False,1
F,N,S,1,Assalariado,Médio,Casado,Casa,40,2.016438356164384,3.0,1270.87,True,1
F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,5140.65,False,1
F,N,S,1,Empresário,Superior incompleto,Casado,Casa,28,7.167123287671233,3.0,1798.85,True,1
F,N,N,2,Servidor público,Superior completo,Casado,Casa,34,14.643835616438356,4.0,13930.47,False,1
F,N,S,1,Assalariado,Médio,Casado,Casa,36,4.578082191780822,3.0,709.12,False,1
F,N,S,0,Pensionista,Médio,Viúvo,Casa,56,,1.0,4942.63,False,1
F,N,S,2,Assalariado,Superior completo,Casado,Casa,38,19.03835616438356,4.0,109254.88,False,1
F,S,N,0,Pensionista,Médio,Solteiro,Casa,57,,1.0,1271.75,False,1
F,S,S,1,Assalariado,Superior completo,Solteiro,Casa,38,8.38082191780822,2.0,15664.56,False,1
F,S,S,0,Empresário,Médio,Casado,Casa,64,3.5287671232876714,2.0,4962.44,False,1
F,N,S,2,Assalariado,Médio,Casado,Casa,35,6.517808219178082,4.0,2301.3,False,1
F,S,S,0,Empresário,Médio,Casado,Governamental,45,8.210958904109589,2.0,2248.93,False,1
F,S,S,0,Pensionista,Superior completo,Viúvo,Casa,58,,1.0,3391.08,False,1
F,S,S,0,Assalariado,Superior completo,Casado,Casa,45,7.832876712328767,2.0,3175.78,True,1
F,N,S,1,Assalariado,Superior completo,Casado,Casa,34,3.723287671232877,3.0,2206.58,False,1
F,N,S,0,Empresário,Médio,Casado,Casa,28,6.2027397260273975,2.0,2767.51,False,1
F,N,N,0,Assalariado,Médio,Casado,Casa,29,4.090410958904109,2.0,780.26,False,1
M,S,S,2,Assalariado,Médio,Casado,Casa,35,4.383561643835616,4.0,931.18,False,1
F,N,N,2,Servidor público,Médio,Casado,Estúdio,30,7.956164383561644,4.0,4910.89,False,1
F,N,S,0,Assalariado,Médio,Solteiro,Governamental,55,4.756164383561644,1.0,920.49,False,1
F,N,N,1,Empresário,Superior completo,Casado,Casa,47,26.04931506849315,3.0,178748.41,False,1
F,N,N,0,Servidor público,Médio,Separado,Casa,53,33.78630136986301,1.0,61886.08,False,1
M,S,N,1,Empresário,Médio,União,Casa,37,3.8904109589041096,3.0,1441.66,True,1
M,S,N,0,Assalariado,Superior completo,Casado,Casa,55,3.558904109589041,2.0,2228.19,False,1
F,S,S,0,Assalariado,Médio,Casado,Casa,40,2.452054794520548,2.0,1761.17,False,1
F,S,S,2,Assalariado,Médio,Casado,Casa,30,8.046575342465754,4.0,4051.08,False,1
M,S,S,1,Assalariado,Médio,Casado,Casa,37,2.0465753424657533,3.0,2270.43,False,1
F,N,S,0,Servidor público,Médio,União,Casa,30,1.295890410958904,2.0,1565.92,False,1
F,N,N,0,Servidor público,Superior completo,Casado,Casa,37,0.5150684931506849,2.0,1874.47,False,1
F,N,S,1,Assalariado,Médio,Casado,Casa,37,14.304109589041095,3.0,2284.74,False,1
F,N,S,1,Assalariado,Médio,União,Com os pais,27,0.7643835616438356,3.0,1918.83,False,1
M,S,N,0,Assalariado,Superior incompleto,Casado,Comunitário,50,3.441095890410959,2.0,1426.23,False,1
M,S,N,1,Assalariado,Médio,Separado,Casa,34,2.893150684931507,2.0,1908.69,False,1
M,S,S,1,Assalariado,Superior completo,Casado,Casa,38,4.931506849315069,3.0,2425.03,True,1
F,N,S,0,Assalariado,Médio,Casado,Casa,50,18.605479452054794,2.0,10694.03,False,1
F,N,S,0,Empresário,Médio,Casado,Casa,44,5.972602739726027,2.0,977.19,False,1
M,N,S,0,Assalariado,Médio,Casado,Com os pais,40,7.865753424657535,2.0,6971.99,False,1
F,N,S,0,Pensionista,Médio,Casado,Casa,66,,2.0,2159.82,False,1
F,N,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,1836.04,False,1
F,N,S,1,Assalariado,Médio,União,Casa,31,3.2054794520547945,3.0,6943.38,False,1
M,S,S,0,Assalariado,Superior completo,Solteiro,Casa,39,2.364383561643836,1.0,11458.16,False,1
F,S,S,2,Assalariado,Superior completo,Casado,Casa,28,5.597260273972603,4.0,2162.42,True,1
F,N,S,0,Assalariado,Médio,Casado,Casa,40,6.747945205479452,2.0,3117.41,False,1
M,S,S,0,Assalariado,Médio,Casado,Com os pais,30,8.435616438356165,2.0,6969.85,False,1
F,S,N,1,Assalariado,Superior completo,Solteiro,Com os pais,37,14.816438356164385,2.0,7728.89,False,1
F,N,S,0,Pensionista,Médio,Viúvo,Casa,65,,1.0,4888.93,False,1
F,N,N,0,Assalariado,Superior completo,União,Casa,41,14.189041095890412,2.0,10667.11,False,1
F,N,S,0,Empresário,Médio,Solteiro,Aluguel,42,8.860273972602739,1.0,10643.99,False,1
F,S,S,0,Empresário,Superior completo,União,Casa,42,2.778082191780822,2.0,1693.81,False,1
F,N,S,0,Servidor público,Médio,Solteiro,Casa,63,14.895890410958904,1.0,5975.61,False,1
F,N,N,0,Assalariado,Superior completo,Solteiro,Casa,32,1.9342465753424656,1.0,1478.7,False,1
F,N,S,2,Assalariado,Superior completo,Casado,Casa,37,8.92876712328767,4.0,2290.3,False,1
M,S,S,0,Assalariado,Superior incompleto,Separado,Casa,59,15.416438356164385,1.0,9180.17,False,1
F,S,N,2,Assalariado,Médio,Casado,Casa,30,0.4465753424657534,4.0,3125.24,False,1
M,S,S,0,Assalariado,Médio,Casado,Casa,62,2.356164383561644,2.0,1876.45,False,1
F,S,N,0,Pensionista,Médio,Casado,Casa,55,,2.0,1030.72,False,1
M,N,S,0,Assalariado,Superior completo,Solteiro,Casa,40,5.383561643835616,1.0,1632.3,False,1
M,N,N,1,Empresário,Médio,Casado,Casa,30,1.991780821917808,3.0,5223.67,False,1
F,S,S,2,Assalariado,Superior completo,Casado,Casa,39,1.4575342465753425,4.0,1542.09,False,1
F,N,N,0,Assalariado,Médio,Solteiro,Estúdio,57,38.704109589041096,1.0,179577.34,False,1
F,N,S,0,Assalariado,Médio,Casado,Casa,37,15.035616438356165,2.0,4680.17,True,1
F,N,S,0,Pensionista,Superior completo,Casado,Casa,62,,2.0,9913.71,False,1
F,S,N,0,Assalariado,Superior completo,Casado,Casa,41,15.04109589041096,2.0,17558.67,False,1
M,S,S,0,Assalariado,Médio,Casado,Casa,62,2.786301369863014,2.0,594.42,True,1
M,N,S,1,Servidor público,Superior completo,Casado,Casa,30,1.03013698630137,3.0,1982.61,False,1
F,N,N,0,Assalariado,Superior completo,Casado,Casa,53,4.684931506849315,2.0,3826.04,True,1
F,S,N,1,Empresário,Superior completo,Casado,Casa,30,5.657534246575342,3.0,5166.6,False,1
F,N,S,0,Assalariado,Médio,Solteiro,Casa,49,0.473972602739726,1.0,2853.68,False,1
M,N,N,0,Assalariado,Médio,Solteiro,Comunitário,32,0.8027397260273973,1.0,4140.58,False,1
F,S,N,0,Empresário,Médio,Casado,Casa,54,17.254794520547946,2.0,6189.29,False,1
F,N,N,0,Servidor público,Médio,Separado,Casa,53,33.78630136986301,1.0,48794.84,False,1
M,N,S,2,Assalariado,Médio,Casado,Casa,54,16.610958904109587,4.0,7310.77,False,1
M,S,S,1,Assalariado,Superior completo,Casado,Casa,47,3.115068493150685,3.0,4470.99,False,1
M,N,N,1,Empresário,Fundamental,Casado,Casa,29,6.802739726027397,3.0,4206.13,False,1
M,N,S,0,Assalariado,Médio,Casado,Casa,37,13.186301369863012,2.0,14298.09,False,1
M,S,S,2,Empresário,Superior incompleto,Casado,Casa,34,5.931506849315069,4.0,2998.06,False,1
M,N,S,1,Assalariado,Médio,Casado,Casa,41,4.131506849315069,3.0,8138.93,False,1
F,N,N,0,Assalariado,Médio,Solteiro,Casa,25,2.126027397260274,1.0,2146.84,False,1
F,S,S,0,Assalariado,Médio,Casado,Casa,29,5.693150684931507,2.0,2772.28,False,1
F,S,S,1,Assalariado,Médio,Casado,Casa,38,0.3863013698630137,3.0,194.93,True,1
M,N,S,0,Pensionista,Médio,Casado,Casa,60,,2.0,2398.15,False,1
F,N,S,0,Pensionista,Médio,Casado,Casa,57,,2.0,1439.77,False,1
F,N,N,0,Assalariado,Médio,Casado,Governamental,38,18.273972602739725,2.0,9230.63,False,1
M,N,S,1,Assalariado,Médio,Casado,Casa,37,1.7534246575342465,3.0,3716.03,False,1
F,N,S,0,Assalariado,Médio,Casado,Casa,52,4.252054794520548,2.0,4089.49,False,1
F,S,S,0,Pensionista,Superior completo,Separado,Casa,59,,1.0,6586.66,False,1
M,S,N,1,Servidor público,Médio,Casado,Casa,38,6.586301369863014,3.0,1664.82,False,1
F,N,S,0,Pensionista,Médio,Casado,Casa,61,,2.0,1744.11,False,1
M,S,S,0,Assalariado,Superior completo,Casado,Casa,59,12.438356164383562,2.0,5182.14,False,1
F,N,S,0,Empresário,Médio,Casado,Casa,45,0.2794520547945205,2.0,1250.04,True,1
F,S,S,0,Servidor público,Superior completo,Casado,Casa,30,7.372602739726028,2.0,8088.08,False,1
M,N,S,2,Servidor público,Superior completo,Casado,Casa,35,12.558904109589042,4.0,15318.79,False,1
M,S,S,0,Assalariado,Médio,Casado,Aluguel,46,2.468493150684932,2.0,12381.88,False,1
F,N,S,2,Servidor público,Médio,Casado,Casa,50,11.356164383561644,4.0,11612.14,False,1
F,N,N,1,Pensionista,Médio,Casado,Governamental,49,,3.0,1662.74,False,1
M,S,N,0,Empresário,Superior incompleto,Casado,Casa,30,5.624657534246575,2.0,1298.05,False,1
F,N,S,0,Servidor público,Médio,União,Casa,50,16.528767123287672,2.0,16036.46,False,1
F,N,S,0,Pensionista,Médio,Casado,Casa,65,,2.0,3375.87,False,1
M,N,N,0,Assalariado,Médio,Solteiro,Comunitário,32,0.8027397260273973,1.0,4140.58,False,1
F,N,N,0,Pensionista,Médio,Casado,Estúdio,53,,2.0,3474.62,False,1
F,N,S,0,Assalariado,Médio,União,Casa,44,26.56986301369863,2.0,209073.28,False,1
F,S,N,0,Assalariado,Superior completo,Casado,Casa,32,5.846575342465753,2.0,1165.79,False,1
F,N,S,1,Assalariado,Superior completo,Separado,Casa,41,4.342465753424658,2.0,3634.66,False,1
F,N,S,0,Assalariado,Médio,Casado,Casa,50,5.958904109589041,2.0,3813.09,False,1
F,N,S,1,Servidor público,Superior completo,Casado,Casa,48,3.602739726027397,3.0,4464.09,True,1
F,N,S,0,Assalariado,Médio,Separado,Casa,51,33.367123287671234,1.0,57848.59,False,1
M,S,N,0,Assalariado,Médio,Casado,Casa,43,0.3561643835616438,2.0,856.12,False,1
F,N,S,0,Servidor público,Médio,União,Casa,53,20.54794520547945,2.0,50853.05,False,1
F,N,S,0,Servidor público,Médio,Separado,Casa,49,15.616438356164384,1.0,4792.81,False,1
F,S,S,2,Servidor público,Superior completo,Casado,Casa,32,10.35068493150685,4.0,4859.07,False,1
M,S,S,1,Empresário,Médio,Casado,Governamental,31,6.909589041095891,3.0,20108.81,False,1
F,N,S,0,Pensionista,Médio,Viúvo,Casa,65,,1.0,791.15,True,1
F,N,S,1,Assalariado,Médio,Separado,Casa,30,5.717808219178083,2.0,6819.06,False,1
F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,7295.18,False,1
M,N,S,0,Assalariado,Médio,Casado,Com os pais,42,21.435616438356163,2.0,6918.93,False,1
M,S,S,1,Assalariado,Médio,Casado,Casa,44,6.495890410958904,3.0,2349.48,False,1
F,N,S,1,Assalariado,Médio,Casado,Casa,43,12.065753424657537,3.0,6315.58,False,1
F,N,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,11091.17,False,1
F,S,S,0,Assalariado,Superior completo,Casado,Casa,46,7.361643835616438,2.0,4108.51,False,1
F,N,S,0,Assalariado,Médio,Casado,Casa,42,4.49041095890411,2.0,1811.32,True,1
F,S,S,1,Empresário,Superior completo,União,Casa,28,8.219178082191782,3.0,2579.93,False,1
F,N,S,1,Assalariado,Superior completo,União,Casa,29,6.504109589041096,3.0,3069.3,False,1
M,S,S,0,Assalariado,Médio,Casado,Casa,33,4.008219178082192,2.0,3230.65,False,1
F,S,S,1,Assalariado,Superior incompleto,União,Casa,35,7.542465753424658,3.0,1845.6,False,1
M,S,S,0,Assalariado,Médio,Casado,Casa,42,15.391780821917807,2.0,5240.42,False,1
F,N,N,1,Empresário,Médio,Casado,Governamental,49,9.931506849315069,3.0,12406.85,False,1
F,N,N,0,Assalariado,Superior completo,Casado,Casa,29,3.5178082191780824,2.0,2291.75,False,1
F,N,N,0,Assalariado,Médio,Casado,Casa,50,24.09315068493151,2.0,31543.8,False,1
F,N,S,0,Servidor público,Superior completo,Casado,Casa,49,31.649315068493152,2.0,117970.28,False,1
F,N,N,0,Assalariado,Superior completo,Separado,Casa,59,4.18082191780822,1.0,820.75,False,1
F,N,S,0,Assalariado,Médio,Casado,Casa,54,4.312328767123288,2.0,2243.58,False,1
F,N,S,0,Empresário,Médio,União,Casa,47,18.775342465753425,2.0,49087.57,False,1
F,N,S,0,Servidor público,Superior incompleto,Casado,Casa,48,4.701369863013698,2.0,5346.37,False,1
F,N,S,1,Assalariado,Médio,Solteiro,Casa,33,4.873972602739726,2.0,3144.46,False,1
F,S,S,1,Empresário,Médio,Casado,Casa,30,2.345205479452055,3.0,2482.13,False,1
F,N,N,0,Assalariado,Médio,Solteiro,Casa,51,4.016438356164383,1.0,1067.32,False,1
F,N,N,0,Assalariado,Médio,Casado,Casa,52,9.03013698630137,2.0,7088.37,False,1
F,S,S,1,Assalariado,Médio,Casado,Casa,38,15.232876712328768,3.0,14220.03,False,1
M,S,S,0,Assalariado,Superior completo,Casado,Com os pais,29,3.219178082191781,2.0,11433.06,False,1
M,S,N,0,Servidor público,Médio,Casado,Casa,28,8.29041095890411,2.0,1875.73,False,1
F,S,S,0,Pensionista,Médio,Casado,Casa,55,,2.0,1671.0,False,1
F,N,S,0,Pensionista,Médio,Viúvo,Casa,67,,1.0,11283.05,False,1
F,N,S,1,Servidor público,Médio,Solteiro,Casa,43,10.93972602739726,2.0,1459.47,False,1
M,S,N,1,Servidor público,Médio,Casado,Com os pais,41,3.3835616438356166,3.0,2075.89,True,1
F,N,S,0,Pensionista,Médio,Separado,Casa,58,,1.0,1913.18,False,1
F,N,S,0,Assalariado,Médio,Separado,Casa,41,4.594520547945206,1.0,4958.3,False,1
M,N,N,0,Empresário,Médio,Casado,Casa,46,25.72328767123288,2.0,13676.78,False,1
F,N,S,0,Pensionista,Médio,Solteiro,Casa,66,,1.0,1290.81,True,1
F,N,S,0,Pensionista,Médio,Casado,Casa,67,,2.0,744.75,True,1
M,N,N,0,Empresário,Superior completo,Solteiro,Casa,25,4.123287671232877,1.0,2158.38,False,1
M,S,N,0,Assalariado,Médio,Casado,Casa,44,11.27945205479452,2.0,2477.45,False,1
F,N,S,0,Empresário,Superior completo,Separado,Casa,50,24.13150684931507,1.0,70647.21,False,1
M,N,N,0,Servidor público,Médio,Solteiro,Com os pais,26,5.468493150684932,1.0,2709.91,False,1
M,S,S,0,Empresário,Superior completo,Casado,Casa,41,3.06027397260274,2.0,5750.71,False,1
F,N,S,0,Assalariado,Médio,Solteiro,Casa,50,26.528767123287672,1.0,75095.43,False,1
F,N,N,1,Assalariado,Superior completo,Casado,Casa,33,11.493150684931509,3.0,7713.23,False,1
M,N,S,1,Assalariado,Fundamental,Casado,Casa,28,4.635616438356164,3.0,2135.31,True,1
M,N,S,1,Assalariado,Superior completo,Casado,Casa,37,14.95890410958904,3.0,19644.38,False,1
M,S,S,4,Assalariado,Superior completo,Casado,Casa,31,4.750684931506849,6.0,4671.7,False,1
M,N,S,1,Assalariado,Médio,Casado,Casa,51,4.035616438356165,3.0,4283.87,False,1
F,N,N,0,Assalariado,Médio,Casado,Casa,40,2.871232876712329,2.0,672.51,False,1
M,N,S,1,Assalariado,Superior completo,Casado,Casa,37,14.95890410958904,3.0,9029.73,False,1
F,N,S,0,Pensionista,Médio,Casado,Casa,57,,2.0,6010.89,False,1
F,N,N,0,Assalariado,Médio,Casado,Com os pais,35,0.9315068493150684,2.0,540.66,False,1
M,N,S,0,Assalariado,Médio,Casado,Casa,43,0.4630136986301369,2.0,3564.77,False,1
M,N,S,0,Assalariado,Médio,Solteiro,Casa,26,1.178082191780822,1.0,10198.34,False,1
M,N,N,0,Assalariado,Médio,Casado,Casa,36,4.205479452054795,2.0,780.77,True,1
F,N,S,0,Empresário,Médio,Solteiro,Casa,44,7.457534246575342,1.0,2051.65,True,1
F,S,S,0,Pensionista,Médio,União,Casa,58,,2.0,4146.01,False,1
F,S,N,1,Servidor público,Médio,Casado,Casa,41,3.1835616438356165,3.0,5641.9,False,1
F,N,N,0,Assalariado,Médio,Casado,Casa,46,15.087671232876712,2.0,9886.29,False,1
F,S,S,2,Assalariado,Superior incompleto,Casado,Casa,31,0.2767123287671232,4.0,2707.33,False,1
F,N,N,0,Assalariado,Médio,União,Casa,27,5.564383561643836,2.0,680.47,True,1
F,S,S,0,Assalariado,Médio,Casado,Casa,45,3.6986301369863015,2.0,2440.89,False,1
M,N,S,0,Assalariado,Médio,Casado,Casa,43,20.112328767123287,2.0,40353.4,False,1
F,S,S,0,Pensionista,Superior completo,Casado,Casa,59,,2.0,1642.65,False,1
F,N,N,0,Empresário,Médio,Casado,Casa,49,1.2876712328767124,2.0,651.34,False,1
F,S,N,0,Assalariado,Médio,Casado,Casa,40,22.145205479452056,2.0,12150.67,False,1
M,S,S,0,Pensionista,Médio,Casado,Casa,61,,2.0,3771.54,False,1
M,S,N,2,Empresário,Médio,Casado,Casa,40,10.547945205479452,4.0,9391.71,False,1
M,N,S,0,Assalariado,Médio,Casado,Com os pais,40,7.865753424657535,2.0,9455.58,False,1
F,S,S,0,Pensionista,Superior incompleto,Casado,Casa,58,,2.0,7843.37,False,1
F,N,S,0,Pensionista,Médio,Solteiro,Casa,61,,1.0,3051.64,False,1
F,N,N,0,Empresário,Médio,Casado,Casa,61,8.186301369863013,2.0,9999.57,False,1
F,N,N,0,Assalariado,Médio,Casado,Casa,54,9.597260273972603,2.0,8522.07,False,1
M,N,N,0,Assalariado,Médio,Casado,Casa,39,0.7890410958904109,2.0,1768.54,False,1
M,S,N,0,Assalariado,Médio,Solteiro,Casa,50,3.2986301369863016,1.0,1819.13,False,1
F,N,N,0,Assalariado,Médio,Casado,Casa,57,35.14246575342466,2.0,116536.46,False,1
F,N,S,0,Assalariado,Médio,Casado,Casa,49,18.065753424657533,2.0,16239.21,False,1
F,S,S,0,Assalariado,Médio,Casado,Casa,33,2.33972602739726,2.0,3016.61,False,1
F,N,S,0,Assalariado,Médio,Casado,Casa,33,12.2,2.0,2821.14,False,1
M,N,N,0,Assalariado,Médio,Casado,Casa,52,13.873972602739729,2.0,1524.25,True,1
F,S,N,0,Empresário,Médio,Casado,Casa,28,5.967123287671233,2.0,2350.02,True,1
F,S,N,0,Assalariado,Médio,Casado,Casa,33,3.8465753424657536,2.0,1893.48,True,1
F,N,N,0,Assalariado,Médio,Separado,Casa,39,2.186301369863014,1.0,446.25,True,1
F,N,S,0,Pensionista,Médio,Casado,Casa,57,,2.0,2876.54,False,1
F,S,N,0,Assalariado,Superior completo,Casado,Casa,40,4.52054794520548,2.0,1229.65,True,1
F,N,S,0,Pensionista,Médio,Viúvo,Casa,60,,1.0,8117.12,False,1
F,N,S,1,Assalariado,Médio,Casado,Casa,31,6.383561643835616,3.0,3370.07,False,1
F,N,S,0,Empresário,Médio,Casado,Casa,37,3.5972602739726027,2.0,1090.32,False,1
M,S,N,0,Assalariado,Médio,Casado,Casa,48,1.621917808219178,2.0,1258.48,False,1
M,S,N,1,Assalariado,Superior completo,Casado,Com os pais,31,5.383561643835616,3.0,2597.13,False,1
F,S,S,1,Empresário,Médio,Casado,Casa,41,0.7890410958904109,3.0,3682.43,False,1
F,N,S,0,Pensionista,Médio,Casado,Casa,57,,2.0,580.77,False,1
F,S,S,1,Assalariado,Superior completo,Casado,Casa,33,1.9753424657534249,3.0,762.13,False,1
F,S,S,0,Empresário,Médio,Casado,Casa,39,5.304109589041096,2.0,1475.98,False,1
F,N,N,0,Assalariado,Superior incompleto,União,Casa,24,0.7616438356164383,2.0,1306.43,True,1
